neighbourhood_code,space_heating_demand_per_house,hot_water_demand_per_house,space_heating_demand_per_m2_utility,hot_water_demand_per_m2_utility,electricity_demand_per_house,electricity_demand_per_m2_utility,share_of_houses_demolished,number_of_new_apartments,number_of_new_terraced_houses,number_of_new_detached_houses,number_of_new_semi_detached_houses,number_of_new_houses_unknown_type,epi_of_new_houses,size_of_new_houses,existing_heat_network_share,trace_length
BU03101002,97,3,0.746153846,0.023076923,846,6.507692308,0,0,0,0,0,0,0.9,100,0,18140.35059
BU03120000,40,6,0.307692308,0.046153846,421,3.238461538,0,0,0,0,0,0,0.9,100,0,38328.96707
BU03120001,54,9,0.415384615,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2511.227315
BU03120008,72,6,0.553846154,0.046153846,1413,10.86923077,0,0,0,0,0,0,0.9,100,0,3124.342654
BU03120009,58,5,0.446153846,0.038461538,1419,10.91538462,0,0,0,0,0,0,0.9,100,0,8682.937671
BU03120100,33,7,0.253846154,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,0,28664.701
BU03120109,54,6,0.415384615,0.046153846,413,3.176923077,0,0,0,0,0,0,0.9,100,0,11959.46308
BU03120200,38,8,0.292307692,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,9411.570307
BU03120209,46,6,0.353846154,0.046153846,216,1.661538462,0,0,0,0,0,0,0.9,100,0,23648.61832
BU03130001,38,4,0.292307692,0.030769231,219,1.684615385,0,0,0,0,0,0,0.9,100,0,25091.20309
BU03130002,33,6,0.253846154,0.046153846,219,1.684615385,0,0,0,0,0,0,0.9,100,0,30645.31595
BU03130003,46,8,0.353846154,0.061538462,110,0.846153846,0,0,0,0,0,0,0.9,100,0,7881.199661
BU03130004,35,7,0.269230769,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,12591.10306
BU03130005,37,8,0.284615385,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,16295.74839
BU03130006,32,8,0.246153846,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,14687.86304
BU03130007,28,3,0.215384615,0.023076923,214,1.646153846,0,0,0,0,0,0,0.9,100,0,9882.296886
BU03130008,29,2,0.223076923,0.015384615,318,2.446153846,0,0,0,0,0,0,0.9,100,0,18466.61634
BU03130009,23,7,0.176923077,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5424.489903
BU03130011,18,8,0.138461538,0.061538462,9,0.069230769,0,0,0,0,0,0,0.9,100,0,8009.152785
BU03170210,21,2,0.161538462,0.015384615,638,4.907692308,0,0,0,0,0,0,0.9,100,0,2401.341234
BU03170211,10,0,0.076923077,0,1159,8.915384615,0,0,0,0,0,0,0.9,100,0,162.1036812
BU03170212,32,7,0.246153846,0.053846154,217,1.669230769,0,0,0,0,0,0,0.9,100,0,3211.802919
BU03170213,43,7,0.330769231,0.053846154,323,2.484615385,0,0,0,0,0,0,0.9,100,0,15866.76479
BU03170214,23,2,0.176923077,0.015384615,216,1.661538462,0,0,0,0,0,0,0.9,100,0,1136.902425
BU03170215,47,8,0.361538462,0.061538462,212,1.630769231,0,0,0,0,0,0,0.9,100,0,958.0762869
BU03170216,53,7,0.407692308,0.053846154,1214,9.338461538,0,0,0,0,0,0,0.9,100,0,4801.767556
BU03170217,32,7,0.246153846,0.053846154,12,0.092307692,0,0,0,0,0,0,0.9,100,0,22783.71082
BU03170218,46,8,0.353846154,0.061538462,216,1.661538462,0,0,0,0,0,0,0.9,100,0,12840.86058
BU03170219,29,6,0.223076923,0.046153846,116,0.892307692,0,0,0,0,0,0,0.9,100,0,21900.52927
BU03211010,38,7,0.292307692,0.053846154,216,1.661538462,0,0,0,0,0,0,0.9,100,0,12632.20077
BU03211011,37,8,0.284615385,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6860.981556
BU03211012,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4579.541581
BU03211013,33,8,0.253846154,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,5830.987841
BU03211014,25,7,0.192307692,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7596.144171
BU03211015,33,8,0.253846154,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6692.706474
BU03211016,29,8,0.223076923,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,7169.094384
BU03211017,30,7,0.230769231,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6793.265179
BU03211018,34,8,0.261538462,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,5545.877584
BU03211019,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7026.061671
BU03211050,9,0,0.069230769,0,1159,8.915384615,0,0,0,0,0,0,0.9,100,0,2587.862737
BU03211120,26,3,0.2,0.023076923,426,3.276923077,0,0,0,0,0,0,0.9,100,0,1483.349543
BU03211121,20,5,0.153846154,0.038461538,327,2.515384615,0,0,0,0,0,0,0.9,100,0,4263.181362
BU03211122,35,2,0.269230769,0.015384615,941,7.238461538,0,0,0,0,0,0,0.9,100,0,4950.137085
BU03211123,29,8,0.223076923,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3458.134138
BU03211124,26,8,0.2,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7602.452115
BU03211125,30,8,0.230769231,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,9167.546595
BU03211126,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4597.966074
BU03211127,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4157.842545
BU03211128,32,7,0.246153846,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,1853.958104
BU03211129,29,8,0.223076923,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4616.347678
BU03211151,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,1643.158855
BU03211230,23,7,0.176923077,0.053846154,114,0.876923077,0,0,0,0,0,0,0.9,100,97,24.03382651
BU03211231,27,7,0.207692308,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,40,5884.084547
BU03211232,26,8,0.2,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7333.36471
BU03211233,25,7,0.192307692,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4450.723226
BU03211234,23,8,0.176923077,0.061538462,9,0.069230769,0,0,0,0,0,0,0.9,100,97,1804.345294
BU03211235,25,7,0.192307692,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,37,5584.821831
BU03211236,16,5,0.123076923,0.038461538,221,1.7,0,0,0,0,0,0,0.9,100,98,73.84504965
BU03211237,20,7,0.153846154,0.053846154,19,0.146153846,0,0,0,0,0,0,0.9,100,93,4724.743379
BU03211238,27,1,0.207692308,0.007692308,741,5.7,0,0,0,0,0,0,0.9,100,0,4482.191521
BU03211252,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,128.7829167
BU03211340,26,7,0.2,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4658.5786
BU03211341,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,51,4556.413768
BU03211342,24,7,0.184615385,0.053846154,216,1.661538462,0,0,0,0,0,0,0.9,100,81,1485.170856
BU03211343,27,8,0.207692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7389.357917
BU03211344,26,8,0.2,0.061538462,110,0.846153846,0,0,0,0,0,0,0.9,100,0,6398.772585
BU03211345,24,7,0.184615385,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,98,1576.81393
BU03211353,0,0,0,0,0,0,0,0,0,0,0,0,0.9,100,0,1179.847578
BU03212054,16,0,0.123076923,0,212,1.630769231,0,0,0,0,0,0,0.9,100,0,710.7180304
BU03212055,22,1,0.169230769,0.007692308,735,5.653846154,0,0,0,0,0,0,0.9,100,0,4511.696785
BU03212056,29,1,0.223076923,0.007692308,827,6.361538462,0,0,0,0,0,0,0.9,100,0,4705.304369
BU03212057,16,0,0.123076923,0,215,1.653846154,0,0,0,0,0,0,0.9,100,0,2955.29997
BU03212058,21,1,0.161538462,0.007692308,641,4.930769231,0,0,0,0,0,0,0.9,100,0,2641.491318
BU03212059,18,0,0.138461538,0,316,2.430769231,0,0,0,0,0,0,0.9,100,0,0
BU03212060,59,4,0.453846154,0.030769231,2318,17.83076923,0,0,0,0,0,0,0.9,100,0,582.8809765
BU03212061,44,3,0.338461538,0.023076923,1333,10.25384615,0,0,0,0,0,0,0.9,100,0,3488.030869
BU03212062,35,1,0.269230769,0.007692308,937,7.207692308,0,0,0,0,0,0,0.9,100,0,1483.975003
BU03212063,26,1,0.2,0.007692308,527,4.053846154,0,0,0,0,0,0,0.9,100,0,2429.786948
BU03212064,50,4,0.384615385,0.030769231,633,4.869230769,0,0,0,0,0,0,0.9,100,0,13298.72967
BU03212065,59,9,0.453846154,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3316.338828
BU03213070,53,7,0.407692308,0.053846154,512,3.938461538,0,0,0,0,0,0,0.9,100,0,1712.676037
BU03213071,43,6,0.330769231,0.046153846,110,0.846153846,0,0,0,0,0,0,0.9,100,0,925.7192544
BU03213172,45,5,0.346153846,0.038461538,314,2.415384615,0,0,0,0,0,0,0.9,100,0,7489.135137
BU03214080,42,8,0.323076923,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,3642.247327
BU03214081,49,9,0.376923077,0.069230769,113,0.869230769,0,0,0,0,0,0,0.9,100,0,949.0174491
BU03214182,59,8,0.453846154,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,968.4114119
BU03215090,37,7,0.284615385,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,7216.128868
BU03215091,51,7,0.392307692,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,6213.952844
BU03215192,37,4,0.284615385,0.030769231,740,5.692307692,0,0,0,0,0,0,0.9,100,0,9569.957629
BU03215193,41,6,0.315384615,0.046153846,219,1.684615385,0,0,0,0,0,0,0.9,100,0,3829.759243
BU03270000,23,5,0.176923077,0.038461538,326,2.507692308,0,0,0,0,0,0,0.9,100,0,3928.293449
BU03270001,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3090.663181
BU03270002,30,8,0.230769231,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4422.330332
BU03270003,36,8,0.276923077,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5550.435332
BU03270004,23,7,0.176923077,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,2709.211714
BU03270005,37,8,0.284615385,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4250.355274
BU03270006,37,8,0.284615385,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2182.339649
BU03270007,28,8,0.215384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3950.168684
BU03270008,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6062.79551
BU03270009,44,8,0.338461538,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,15399.77745
BU03270100,41,8,0.315384615,0.061538462,218,1.676923077,0,0,0,0,0,0,0.9,100,0,9922.53015
BU03270101,39,8,0.3,0.061538462,12,0.092307692,0,0,0,0,0,0,0.9,100,0,3420.608415
BU03270102,34,7,0.261538462,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,6076.54499
BU03270103,40,8,0.307692308,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,5423.407817
BU03270104,38,7,0.292307692,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2230.836276
BU03270105,35,8,0.269230769,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4146.946451
BU03270106,33,8,0.253846154,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,8688.523167
BU03270107,38,8,0.292307692,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4102.079141
BU03270108,30,7,0.230769231,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,10510.10105
BU03270109,37,1,0.284615385,0.007692308,953,7.330769231,0,0,0,0,0,0,0.9,100,0,16426.00231
BU03270200,42,8,0.323076923,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,15645.88492
BU03270201,27,8,0.207692308,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9006.96168
BU03270209,61,4,0.469230769,0.030769231,630,4.846153846,0,0,0,0,0,0,0.9,100,0,19715.16899
BU03270300,39,8,0.3,0.061538462,114,0.876923077,0,0,0,0,0,0,0.9,100,0,15908.74842
BU03270309,56,8,0.430769231,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,20883.9556
BU03270400,54,7,0.415384615,0.053846154,315,2.423076923,0,0,0,0,0,0,0.9,100,0,10582.23506
BU03270500,28,7,0.215384615,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,7736.235833
BU03270501,26,7,0.2,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6769.855038
BU03310000,32,7,0.246153846,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,27038.72495
BU03310001,49,8,0.376923077,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,9416.750663
BU03310002,43,9,0.330769231,0.069230769,112,0.861538462,0,0,0,0,0,0,0.9,100,0,6004.430045
BU03310003,46,8,0.353846154,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,5632.989583
BU03310004,45,7,0.346153846,0.053846154,214,1.646153846,0,0,0,0,0,0,0.9,100,0,1644.45646
BU03310005,46,9,0.353846154,0.069230769,11,0.084615385,0,0,0,0,0,0,0.9,100,0,4796.025793
BU03310006,40,8,0.307692308,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,5482.916321
BU03310007,54,9,0.415384615,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3039.079876
BU03310008,53,9,0.407692308,0.069230769,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9897.154599
BU03310009,25,2,0.192307692,0.015384615,315,2.423076923,0,0,0,0,0,0,0.9,100,0,20895.46207
BU03310010,34,7,0.261538462,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,16632.67475
BU03310019,49,7,0.376923077,0.053846154,318,2.446153846,0,0,0,0,0,0,0.9,100,0,20977.68407
BU03310020,37,8,0.284615385,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,3076.212678
BU03310029,49,8,0.376923077,0.061538462,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9684.872732
BU03350000,31,6,0.238461538,0.046153846,216,1.661538462,0,0,0,0,0,0,0.9,100,0,38479.32627
BU03350001,33,8,0.253846154,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,13014.04595
BU03350100,34,7,0.261538462,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,20874.14954
BU03350101,51,8,0.392307692,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,1716.430304
BU03350102,54,9,0.415384615,0.069230769,12,0.092307692,0,0,0,0,0,0,0.9,100,0,2800.631515
BU03350103,36,6,0.276923077,0.046153846,217,1.669230769,0,0,0,0,0,0,0.9,100,0,7437.780042
BU03350108,57,8,0.438461538,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,12079.36523
BU03350109,46,7,0.353846154,0.053846154,322,2.476923077,0,0,0,0,0,0,0.9,100,0,8500.581715
BU03350200,31,4,0.238461538,0.030769231,640,4.923076923,0,0,0,0,0,0,0.9,100,0,8652.372681
BU03350201,58,9,0.446153846,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2121.496231
BU03350202,43,8,0.330769231,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3363.485752
BU03350209,54,9,0.415384615,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,2306.564859
BU03390000,33,7,0.253846154,0.053846154,116,0.892307692,0,0,0,0,0,0,0.9,100,0,21630.28626
BU03390009,39,7,0.3,0.053846154,214,1.646153846,0,0,0,0,0,0,0.9,100,0,37418.44711
BU03400001,35,5,0.269230769,0.038461538,224,1.723076923,0,0,0,0,0,0,0.9,100,0,5037.77279
BU03400101,43,8,0.330769231,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,3695.54938
BU03400102,21,8,0.161538462,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2202.731451
BU03400103,32,7,0.246153846,0.053846154,115,0.884615385,0,0,0,0,0,0,0.9,100,0,3189.123508
BU03400104,41,8,0.315384615,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3261.37848
BU03400105,39,8,0.3,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,7760.891157
BU03400201,32,6,0.246153846,0.046153846,116,0.892307692,0,0,0,0,0,0,0.9,100,0,7153.745621
BU03400202,33,8,0.253846154,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3506.194836
BU03400203,30,7,0.230769231,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,2550.752801
BU03400301,30,7,0.230769231,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,12140.44711
BU03400302,47,8,0.361538462,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6120.060842
BU03400303,54,8,0.415384615,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,4452.744454
BU03400401,54,6,0.415384615,0.046153846,916,7.046153846,0,0,0,0,0,0,0.9,100,0,1928.46421
BU03400501,55,8,0.423076923,0.061538462,215,1.653846154,0,0,0,0,0,0,0.9,100,0,16160.72481
BU03400502,43,8,0.330769231,0.061538462,116,0.892307692,0,0,0,0,0,0,0.9,100,0,6025.430831
BU03400503,24,6,0.184615385,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,0,938.645962
BU03400504,59,8,0.453846154,0.061538462,313,2.407692308,0,0,0,0,0,0,0.9,100,0,1756.188028
BU03400601,56,8,0.430769231,0.061538462,213,1.638461538,0,0,0,0,0,0,0.9,100,0,17535.01758
BU03400701,42,8,0.323076923,0.061538462,113,0.869230769,0,0,0,0,0,0,0.9,100,0,4033.04922
BU03400702,32,8,0.246153846,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,793.0182666
BU03400703,31,7,0.238461538,0.053846154,117,0.9,0,0,0,0,0,0,0.9,100,0,2153.304237
BU03400801,46,7,0.353846154,0.053846154,216,1.661538462,0,0,0,0,0,0,0.9,100,0,6076.592233
BU03400901,19,1,0.146153846,0.007692308,746,5.738461538,0,0,0,0,0,0,0.9,100,0,5796.650564
BU03401001,55,7,0.423076923,0.053846154,715,5.5,0,0,0,0,0,0,0.9,100,0,3131.834723
BU03401101,72,7,0.553846154,0.053846154,324,2.492307692,0,0,0,0,0,0,0.9,100,0,4819.564181
BU03401201,64,9,0.492307692,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1237.122839
BU03401301,51,9,0.392307692,0.069230769,113,0.869230769,0,0,0,0,0,0,0.9,100,0,4796.934957
BU03401302,40,8,0.307692308,0.061538462,11,0.084615385,0,0,0,0,0,0,0.9,100,0,15551.85702
BU03401303,32,7,0.246153846,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,3284.033924
BU03401304,48,8,0.369230769,0.061538462,119,0.915384615,0,0,0,0,0,0,0.9,100,0,8096.65443
BU03420101,38,3,0.292307692,0.023076923,430,3.307692308,0,0,0,0,0,0,0.9,100,0,14535.39032
BU03420102,41,8,0.315384615,0.061538462,112,0.861538462,0,0,0,0,0,0,0.9,100,0,17586.55478
BU03420103,39,7,0.3,0.053846154,115,0.884615385,0,0,0,0,0,0,0.9,100,0,24827.23037
BU03420201,31,6,0.238461538,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,10178.95773
BU03420301,44,6,0.338461538,0.046153846,110,0.846153846,0,0,0,0,0,0,0.9,100,0,2743.491998
BU03420302,53,9,0.407692308,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,4053.322482
BU03420303,23,1,0.176923077,0.007692308,847,6.515384615,0,0,0,0,0,0,0.9,100,0,3643.689522
BU03420304,26,8,0.2,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,7141.378362
BU03420401,33,5,0.253846154,0.038461538,325,2.5,0,0,0,0,0,0,0.9,100,0,2454.014721
BU03420402,29,7,0.223076923,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,9372.116909
BU03420403,43,7,0.330769231,0.053846154,220,1.692307692,0,0,0,0,0,0,0.9,100,0,14803.72677
BU03420404,54,6,0.415384615,0.046153846,619,4.761538462,0,0,0,0,0,0,0.9,100,0,6180.010406
BU03420405,41,7,0.315384615,0.053846154,118,0.907692308,0,0,0,0,0,0,0.9,100,0,813.940306
BU03420501,31,6,0.238461538,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,0,15777.73093
BU03420601,29,7,0.223076923,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,23217.41983
BU03420602,47,9,0.361538462,0.069230769,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1409.537662
BU03420604,46,7,0.353846154,0.053846154,316,2.430769231,0,0,0,0,0,0,0.9,100,0,4946.199087
BU03420605,39,8,0.3,0.061538462,216,1.661538462,0,0,0,0,0,0,0.9,100,0,5394.968106
BU03420606,30,8,0.230769231,0.061538462,10,0.076923077,0,0,0,0,0,0,0.9,100,0,1825.790182
BU03420701,43,8,0.330769231,0.061538462,115,0.884615385,0,0,0,0,0,0,0.9,100,0,27656.94102
BU03420702,51,7,0.392307692,0.053846154,216,1.661538462,0,0,0,0,0,0,0.9,100,0,10359.66921
BU03420703,67,8,0.515384615,0.061538462,416,3.2,0,0,0,0,0,0,0.9,100,0,3428.122943
BU03420704,54,6,0.415384615,0.046153846,1216,9.353846154,0,0,0,0,0,0,0.9,100,0,6647.746817
BU03420705,38,3,0.292307692,0.023076923,1041,8.007692308,0,0,0,0,0,0,0.9,100,0,9182.399168
BU03420706,42,2,0.323076923,0.015384615,847,6.515384615,0,0,0,0,0,0,0.9,100,0,2176.29347
BU03420801,35,3,0.269230769,0.023076923,433,3.330769231,0,0,0,0,0,0,0.9,100,0,3797.4726
BU03420802,41,6,0.315384615,0.046153846,318,2.446153846,0,0,0,0,0,0,0.9,100,0,17299.72608
BU03420803,40,2,0.307692308,0.015384615,828,6.369230769,0,0,0,0,0,0,0.9,100,0,8658.171046
BU03420804,31,7,0.238461538,0.053846154,113,0.869230769,0,0,0,0,0,0,0.9,100,0,15803.95703
BU03440111,28,4,0.215384615,0.030769231,114,0.876923077,0,0,0,0,0,0,0.9,100,60,5436.852327
BU03440112,38,7,0.292307692,0.053846154,112,0.861538462,0,0,0,0,0,0,0.9,100,0,16797.46346
BU03440113,28,6,0.215384615,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3412.172192
BU03440114,24,7,0.184615385,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,3901.099957
BU03440121,26,7,0.2,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,6181.328114
BU03440122,30,6,0.230769231,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,0,3289.993103
BU03440123,29,7,0.223076923,0.053846154,110,0.846153846,0,0,0,0,0,0,0.9,100,0,13080.74333
BU03440124,25,6,0.192307692,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,0,10790.86831
BU03440131,30,6,0.230769231,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,15823.08659
BU03440132,41,3,0.315384615,0.023076923,521,4.007692308,0,0,0,0,0,0,0.9,100,0,12953.32826
BU03440133,22,1,0.169230769,0.007692308,419,3.223076923,0,0,0,0,0,0,0.9,100,0,46164.85432
BU03440211,23,6,0.176923077,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,40,9390.755923
BU03440212,29,6,0.223076923,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6492.99333
BU03440221,23,7,0.176923077,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,6510.2637
BU03440222,25,7,0.192307692,0.053846154,11,0.084615385,0,0,0,0,0,0,0.9,100,0,14352.64465
BU03440223,28,6,0.215384615,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,9788.854839
BU03440224,30,7,0.230769231,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,10530.52873
BU03440231,28,7,0.215384615,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,9483.895193
BU03440232,29,7,0.223076923,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,14394.47231
BU03440233,29,7,0.223076923,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,12830.43283
BU03440241,24,7,0.184615385,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,11031.82643
BU03440242,25,6,0.192307692,0.046153846,110,0.846153846,0,0,0,0,0,0,0.9,100,33,10101.40402
BU03440243,22,7,0.169230769,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,3858.653482
BU03440244,26,7,0.2,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,13652.53118
BU03440311,27,5,0.207692308,0.038461538,112,0.861538462,0,0,0,0,0,0,0.9,100,56,9438.764537
BU03440312,22,6,0.169230769,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,71,9520.322319
BU03440321,27,5,0.207692308,0.038461538,111,0.853846154,0,0,0,0,0,0,0.9,100,90,8993.142859
BU03440322,26,6,0.2,0.046153846,111,0.853846154,0,0,0,0,0,0,0.9,100,77,8406.05319
BU03440331,21,6,0.161538462,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,75,13137.22864
BU03440332,25,7,0.192307692,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,10413.23445
BU03440333,35,1,0.269230769,0.007692308,317,2.438461538,0,0,0,0,0,0,0.9,100,0,15860.88145
BU03440341,23,6,0.176923077,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,89,8255.607301
BU03440342,24,6,0.184615385,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,84,9833.713463
BU03440343,36,4,0.276923077,0.030769231,212,1.630769231,0,0,0,0,0,0,0.9,100,0,4604.92972
BU03440411,30,7,0.230769231,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,9341.868762
BU03440412,40,5,0.307692308,0.038461538,319,2.453846154,0,0,0,0,0,0,0.9,100,0,5653.90372
BU03440413,25,6,0.192307692,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,54,3480.04677
BU03440414,31,7,0.238461538,0.053846154,9,0.069230769,0,0,0,0,0,0,0.9,100,0,7489.964506
BU03440415,33,7,0.253846154,0.053846154,10,0.076923077,0,0,0,0,0,0,0.9,100,0,8761.326822
BU03440421,38,7,0.292307692,0.053846154,111,0.853846154,0,0,0,0,0,0,0.9,100,0,20998.08158
BU03440422,29,6,0.223076923,0.046153846,11,0.084615385,0,0,0,0,0,0,0.9,100,0,9416.587242
BU03440423,25,6,0.192307692,0.046153846,10,0.076923077,0,0,0,0,0,0,0.9,100,0,22147.43272
BU03440431,29,6,0.223076923,0.046153846,12,0.092307692,0,0,0,0,0,0,0.9,100,74,4551.661996
