BU_CODE,GM_CODE,InStudieGebied?,Aantal_woningen [Aansluiting],Aantal_utiliteit [Aansluiting],nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),,nrWEQ_totaal [WEQ],Vraag_perWEQ_Totaal [ giga J per WEQ*yr],Vraag_perWEQ_RV [ giga J per WEQ*yr],Vraag_perWEQ_TW [ giga J per WEQ*yr],Vraag_perWEQ_Vent [ giga J per WEQ*yr],Vraag_perWEQ_K [ giga J per WEQ*yr],Vraag_perWEQ_App [ giga J per WEQ*yr],,Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,Studiegebied variabelen,nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),nrWEQ_totaal [WEQ],Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,,,,
BU00141801,GM0014,0,189,6,189,15,,204,71,51,8,0,1,10,,14499,10415,1634,0,204,2042,,,,,,,,,,,,,,,,
BU00141802,GM0014,0,57,13,57,106,,163,80,53,5,0,9,13,,13074,8661,817,0,1471,2125,,,,,,,,,,,,,,,,
BU00141803,GM0014,0,34,0,34,0,,34,80,61,10,0,0,10,,2720,2074,340,0,0,340,,,,,,,,,,,,,,,,
BU00141806,GM0014,0,49,212,49,93,,142,77,49,6,0,9,13,,10910,6943,850,0,1275,1842,,,,,,,,,,,,,,,,
BU00141807,GM0014,0,133,8,133,16,,149,83,63,8,0,1,11,,12350,9374,1190,0,149,1637,,,,,,,,,,,,,,,,
BU00141808,GM0014,0,97,29,97,235,,332,94,39,3,0,5,47,,31163,12929,995,0,1658,15582,,,,,,,,,,,,,,,,
BU00141809,GM0014,0,9,1,9,0,,9,82,61,9,0,0,11,,764,569,84,0,0,103,,,,,,,,,,,,,,,,
BU00240000,GM0024,0,1175,97,1175,198,,1373,66,45,8,0,1,13,,90649,61806,10988,0,1373,17855,,,,,,,,,,,,,,,,
BU00240001,GM0024,0,216,8,216,10,,226,73,54,9,0,1,10,,16524,12223,2037,0,226,2264,,,,,,,,,,,,,,,,
BU00240002,GM0024,0,144,6,144,8,,152,73,53,9,0,1,10,,11063,8032,1364,0,152,1515,,,,,,,,,,,,,,,,
BU00240003,GM0024,0,57,5,57,19,,76,79,55,7,0,0,16,,5972,4158,529,0,0,1210,,,,,,,,,,,,,,,,
BU00240005,GM0024,0,0,1,0,0,,0,91,23,0,0,8,59,,4,1,0,0,0,2,,,,,,,,,,,,,,,,
BU00240008,GM0024,0,50,6,50,6,,56,82,63,8,0,0,11,,4566,3508,445,0,0,613,,,,,,,,,,,,,,,,
BU00240009,GM0024,0,69,16,69,51,,120,81,51,6,0,3,21,,9681,6095,717,0,359,2510,,,,,,,,,,,,,,,,
BU00240100,GM0024,0,395,37,395,40,,435,73,52,8,0,1,12,,31725,22598,3477,0,435,5215,,,,,,,,,,,,,,,,
BU00240101,GM0024,0,155,10,155,17,,172,79,59,8,0,1,11,,13624,10175,1380,0,172,1897,,,,,,,,,,,,,,,,
BU00240102,GM0024,0,92,4,92,2,,94,78,59,9,0,0,10,,7352,5561,848,0,0,943,,,,,,,,,,,,,,,,
BU00240109,GM0024,0,79,13,79,3,,82,86,66,9,0,0,11,,7024,5391,735,0,0,898,,,,,,,,,,,,,,,,
BU00240200,GM0024,0,1037,92,1037,152,,1189,65,44,8,0,1,13,,77256,52296,9508,0,1189,15451,,,,,,,,,,,,,,,,
BU00240201,GM0024,0,37,3,37,3,,40,86,65,9,0,1,10,,3466,2620,363,0,40,403,,,,,,,,,,,,,,,,
BU00240202,GM0024,0,52,5,52,17,,69,78,60,7,0,1,11,,5388,4145,484,0,69,760,,,,,,,,,,,,,,,,
BU00240203,GM0024,0,28,3,28,6,,34,83,54,8,0,1,20,,2799,1821,270,0,34,674,,,,,,,,,,,,,,,,
BU00240209,GM0024,0,118,20,118,144,,262,54,38,4,0,1,11,,14166,9969,1049,0,262,2886,,,,,,,,,,,,,,,,
BU00240300,GM0024,0,306,17,306,31,,337,74,53,8,0,1,11,,24917,17846,2694,0,337,3704,,,,,,,,,,,,,,,,
BU00240301,GM0024,0,178,13,178,25,,203,77,56,8,0,1,11,,15605,11349,1621,0,203,2229,,,,,,,,,,,,,,,,
BU00240302,GM0024,0,86,9,86,20,,106,68,48,7,0,1,11,,7220,5096,743,0,106,1168,,,,,,,,,,,,,,,,
BU00240303,GM0024,0,91,7,91,9,,100,75,56,8,0,1,10,,7506,5605,801,0,100,1001,,,,,,,,,,,,,,,,
BU00240304,GM0024,0,73,5,73,5,,78,78,58,9,0,1,11,,6119,4550,706,0,78,863,,,,,,,,,,,,,,,,
BU00240305,GM0024,0,43,6,43,3,,46,82,62,9,0,1,10,,3741,2829,411,0,46,456,,,,,,,,,,,,,,,,
BU00240309,GM0024,0,122,16,122,15,,137,84,60,8,0,1,14,,11539,8242,1099,0,137,1923,,,,,,,,,,,,,,,,
BU00340101,GM0034,0,990,251,990,543,,1533,52,22,5,0,3,22,,79723,33729,7666,0,4599,33729,,,,,,,,,,,,,,,,
BU00340102,GM0034,0,0,0,1347,53,,1400,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU00340103,GM0034,0,0,0,1134,43,,1177,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU00340104,GM0034,0,0,0,1028,55,,1083,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU00340105,GM0034,0,0,0,987,48,,1035,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU00340106,GM0034,0,0,0,1272,177,,1449,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU00340107,GM0034,0,0,0,1169,139,,1308,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU00340108,GM0034,0,0,0,1837,76,,1913,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU00340109,GM0034,0,590,1,590,0,,590,53,35,8,0,0,9,,31274,20652,4721,0,0,5311,,,,,,,,,,,,,,,,
BU00340110,GM0034,0,159,4,159,558,,717,99,40,3,0,8,48,,71026,28698,2152,0,5740,34437,,,,,,,,,,,,,,,,
BU00340171,GM0034,0,37,37,37,222,,259,69,23,2,0,7,38,,17899,5966,519,0,1816,9857,,,,,,,,,,,,,,,,
BU00340173,GM0034,0,0,7,0,465,,465,30,17,0,0,2,11,,13938,7898,0,0,929,5111,,,,,,,,,,,,,,,,
BU00340199,GM0034,0,1,9,1,33,,34,97,49,4,0,19,25,,3324,1679,137,0,651,857,,,,,,,,,,,,,,,,
BU00340201,GM0034,0,2634,730,2634,5942,,8576,74,25,3,0,7,40,,634594,214390,25727,0,60029,343024,,,,,,,,,,,,,,,,
BU00340202,GM0034,0,4483,100,4483,219,,4702,42,24,7,0,0,10,,197478,112844,32913,0,0,47019,,,,,,,,,,,,,,,,
BU00340203,GM0034,0,2126,21,2126,54,,2180,40,22,7,0,0,10,,87210,47965,15262,0,0,21802,,,,,,,,,,,,,,,,
BU00340204,GM0034,0,2153,79,2153,471,,2624,49,27,7,0,1,14,,128560,70839,18366,0,2624,36731,,,,,,,,,,,,,,,,
BU00340205,GM0034,0,1374,25,1374,60,,1434,47,28,7,0,0,11,,67402,40155,10039,0,0,15775,,,,,,,,,,,,,,,,
BU00340206,GM0034,0,3098,78,3098,168,,3266,49,29,8,0,0,12,,160020,94706,26126,0,0,39189,,,,,,,,,,,,,,,,
BU00340207,GM0034,0,2231,42,2231,251,,2482,43,23,7,0,1,12,,106705,57075,17371,0,2482,29778,,,,,,,,,,,,,,,,
BU00340208,GM0034,0,3699,99,3699,333,,4032,43,24,7,0,1,11,,173378,96769,28224,0,4032,44352,,,,,,,,,,,,,,,,
BU00340209,GM0034,0,1166,59,1166,345,,1511,47,24,6,0,2,16,,71038,36275,9069,0,3023,24183,,,,,,,,,,,,,,,,
BU00340210,GM0034,0,3315,108,3315,198,,3513,48,29,7,0,1,11,,168620,101875,24590,0,3513,38642,,,,,,,,,,,,,,,,
BU00340211,GM0034,0,4199,214,4199,322,,4521,46,27,7,0,0,11,,207965,122066,31647,0,0,49731,,,,,,,,,,,,,,,,
BU00340212,GM0034,0,4541,124,4541,404,,4945,49,29,7,0,1,12,,242322,143415,34617,0,4945,59344,,,,,,,,,,,,,,,,
BU00340213,GM0034,0,2694,100,2694,249,,2943,49,29,7,0,1,12,,144191,85338,20599,0,2943,35312,,,,,,,,,,,,,,,,
BU00340214,GM0034,0,3455,117,3455,385,,3840,47,26,7,0,1,13,,180468,99833,26878,0,3840,49917,,,,,,,,,,,,,,,,
BU00340215,GM0034,0,2793,48,2793,142,,2935,47,28,8,0,0,11,,137923,82167,23476,0,0,32280,,,,,,,,,,,,,,,,
BU00340271,GM0034,0,62,108,62,472,,534,82,31,1,0,7,43,,43765,16545,534,0,3736,22950,,,,,,,,,,,,,,,,
BU00340272,GM0034,0,4,127,4,507,,511,77,15,1,0,7,55,,39352,7666,511,0,3577,28109,,,,,,,,,,,,,,,,
BU00340273,GM0034,0,0,235,0,116,,116,79,9,0,0,11,59,,9168,1044,0,0,1277,6847,,,,,,,,,,,,,,,,
BU00340274,GM0034,0,0,225,0,1056,,1056,91,27,1,0,10,54,,96106,28515,1056,0,10561,57030,,,,,,,,,,,,,,,,
BU00340275,GM0034,0,0,47,0,1045,,1045,74,26,1,0,7,40,,77297,27158,1045,0,7312,41782,,,,,,,,,,,,,,,,
BU00340276,GM0034,0,0,15,0,850,,850,69,12,0,0,8,48,,58681,10205,0,0,6804,40822,,,,,,,,,,,,,,,,
BU00340299,GM0034,0,6,6,6,50,,56,74,32,2,0,6,34,,4118,1781,111,0,334,1892,,,,,,,,,,,,,,,,
BU00340301,GM0034,0,1194,253,1194,1289,,2483,61,20,4,0,4,34,,151463,49660,9932,0,9932,84422,,,,,,,,,,,,,,,,
BU00340302,GM0034,0,1988,7,1988,28,,2016,44,27,8,0,0,10,,88724,54444,16132,0,0,20164,,,,,,,,,,,,,,,,
BU00340303,GM0034,0,1929,18,1929,42,,1971,43,25,8,0,0,10,,84758,49278,15769,0,0,19711,,,,,,,,,,,,,,,,
BU00340304,GM0034,0,1626,53,1626,134,,1760,47,28,7,0,0,12,,82711,49275,12319,0,0,21118,,,,,,,,,,,,,,,,
BU00340305,GM0034,0,1849,52,1849,143,,1992,47,27,7,0,1,12,,93630,53788,13945,0,1992,23906,,,,,,,,,,,,,,,,
BU00340306,GM0034,0,1624,25,1624,137,,1761,49,27,7,0,0,14,,86283,47543,12326,0,0,24652,,,,,,,,,,,,,,,,
BU00340307,GM0034,0,1641,32,1641,78,,1719,47,28,8,0,0,11,,80779,48124,13750,0,0,18906,,,,,,,,,,,,,,,,
BU00340308,GM0034,0,2267,31,2267,62,,2329,45,27,8,0,0,10,,104817,62890,18634,0,0,23293,,,,,,,,,,,,,,,,
BU00340309,GM0034,0,2080,14,2080,43,,2123,42,25,8,0,0,10,,89181,53084,16987,0,0,21234,,,,,,,,,,,,,,,,
BU00340310,GM0034,0,1066,68,1066,344,,1410,42,19,5,0,2,16,,59240,26799,7052,0,2821,22568,,,,,,,,,,,,,,,,
BU00340311,GM0034,0,2233,41,2233,123,,2356,46,27,8,0,0,11,,108368,63607,18847,0,0,25914,,,,,,,,,,,,,,,,
BU00340312,GM0034,0,2416,49,2416,159,,2575,45,27,7,0,0,11,,115882,69529,18026,0,0,28327,,,,,,,,,,,,,,,,
BU00340313,GM0034,0,387,0,387,0,,387,47,30,8,0,0,10,,18189,11610,3096,0,0,3870,,,,,,,,,,,,,,,,
BU00340371,GM0034,0,10,44,10,189,,199,73,18,1,0,8,46,,14548,3587,199,0,1594,9167,,,,,,,,,,,,,,,,
BU00340372,GM0034,0,6,102,6,1409,,1415,96,35,1,0,9,52,,135841,49525,1415,0,12735,73580,,,,,,,,,,,,,,,,
BU00340373,GM0034,0,77,7,77,375,,452,68,18,2,0,7,41,,30718,8131,903,0,3162,18521,,,,,,,,,,,,,,,,
BU00340399,GM0034,0,16,14,16,115,,131,90,40,3,0,14,34,,11825,5256,394,0,1839,4467,,,,,,,,,,,,,,,,
BU00340401,GM0034,0,2113,96,2113,264,,2377,35,15,6,0,1,12,,83194,35655,14262,0,2377,28524,,,,,,,,,,,,,,,,
BU00340402,GM0034,0,1265,18,1265,72,,1337,38,19,7,0,0,11,,50808,25404,9359,0,0,14708,,,,,,,,,,,,,,,,
BU00340403,GM0034,0,2756,53,2756,88,,2844,39,21,8,0,0,10,,110911,59721,22751,0,0,28439,,,,,,,,,,,,,,,,
BU00340404,GM0034,0,157,7,157,226,,383,63,24,3,0,4,31,,24158,9203,1150,0,1534,11887,,,,,,,,,,,,,,,,
BU00340405,GM0034,0,688,19,688,164,,852,45,22,6,0,3,15,,38354,18751,5114,0,2557,12785,,,,,,,,,,,,,,,,
BU00340471,GM0034,0,0,24,0,96,,96,71,20,0,0,8,43,,6844,1928,0,0,771,4145,,,,,,,,,,,,,,,,
BU00340472,GM0034,0,1,3,1,114,,115,44,22,1,0,1,19,,5061,2531,115,0,115,2185,,,,,,,,,,,,,,,,
BU00340473,GM0034,0,0,2,0,70,,70,30,17,0,0,2,11,,2101,1191,0,0,140,771,,,,,,,,,,,,,,,,
BU00340499,GM0034,0,2,1,2,7,,9,93,34,2,0,8,48,,865,316,19,0,74,446,,,,,,,,,,,,,,,,
BU00340502,GM0034,0,505,3,505,3,,508,67,47,10,0,0,10,,34050,23886,5082,0,0,5082,,,,,,,,,,,,,,,,
BU00340503,GM0034,0,742,9,742,44,,786,40,21,7,0,0,11,,31434,16503,5501,0,0,8644,,,,,,,,,,,,,,,,
BU00340571,GM0034,0,0,1,0,6,,6,42,21,1,0,1,20,,244,122,6,0,6,116,,,,,,,,,,,,,,,,
BU00340599,GM0034,0,436,41,436,101,,537,53,29,9,0,2,14,,28464,15575,4833,0,1074,7519,,,,,,,,,,,,,,,,
BU00340699,GM0034,0,1,1,1,17,,18,111,43,1,0,10,56,,1968,762,18,0,177,993,,,,,,,,,,,,,,,,
BU00370100,GM0037,0,926,384,926,1275,,2201,81,37,3,0,3,37,,178279,81436,6603,0,6603,81436,,,,,,,,,,,,,,,,
BU00370101,GM0037,0,682,183,682,124,,806,44,25,6,0,0,12,,35457,20146,4835,0,0,9670,,,,,,,,,,,,,,,,
BU00370102,GM0037,0,1190,255,1190,76,,1266,48,30,7,0,0,11,,60763,37977,8861,0,0,13925,,,,,,,,,,,,,,,,
BU00370103,GM0037,0,1328,407,1328,329,,1657,61,38,6,0,2,15,,101096,62978,9944,0,3315,24860,,,,,,,,,,,,,,,,
BU00370104,GM0037,0,610,11,610,17,,627,50,33,7,0,0,10,,31325,20675,4386,0,0,6265,,,,,,,,,,,,,,,,
BU00370105,GM0037,0,1098,8,1098,1,,1099,57,39,8,0,0,10,,62631,42853,8790,0,0,10988,,,,,,,,,,,,,,,,
BU00370106,GM0037,0,156,122,156,846,,1002,73,32,2,0,3,36,,73132,32058,2004,0,3005,36065,,,,,,,,,,,,,,,,
BU00370107,GM0037,0,141,33,141,192,,333,62,39,4,0,2,17,,20671,13003,1334,0,667,5668,,,,,,,,,,,,,,,,
BU00370108,GM0037,0,1349,157,1349,193,,1542,62,41,8,0,1,12,,95597,63217,12335,0,1542,18503,,,,,,,,,,,,,,,,
BU00370109,GM0037,0,407,11,407,52,,459,76,55,8,0,1,11,,34854,25223,3669,0,459,5045,,,,,,,,,,,,,,,,
BU00370110,GM0037,0,725,84,725,384,,1109,88,61,7,0,1,18,,97614,67664,7765,0,1109,19967,,,,,,,,,,,,,,,,
BU00370111,GM0037,0,365,15,365,49,,414,79,55,8,0,1,15,,32739,22793,3315,0,414,6216,,,,,,,,,,,,,,,,
BU00370112,GM0037,0,448,3,448,6,,454,60,41,9,0,0,10,,27255,18624,4088,0,0,4542,,,,,,,,,,,,,,,,
BU00370200,GM0037,0,1819,168,1819,224,,2043,58,37,7,0,1,14,,118520,75608,14304,0,2043,28608,,,,,,,,,,,,,,,,
BU00370201,GM0037,0,615,66,615,201,,816,70,40,7,0,1,22,,57129,32645,5713,0,816,17955,,,,,,,,,,,,,,,,
BU00370202,GM0037,0,554,26,554,63,,617,77,55,8,0,0,13,,47547,33962,4940,0,0,8027,,,,,,,,,,,,,,,,
BU00370203,GM0037,0,403,15,403,41,,444,68,47,8,0,0,12,,30205,20877,3553,0,0,5330,,,,,,,,,,,,,,,,
BU00370300,GM0037,0,919,55,919,128,,1047,67,45,8,0,1,13,,70143,47111,8375,0,1047,13610,,,,,,,,,,,,,,,,
BU00370301,GM0037,0,50,2,50,2,,52,77,58,9,0,1,10,,3980,2998,465,0,52,517,,,,,,,,,,,,,,,,
BU00370308,GM0037,0,107,4,107,1,,108,84,65,9,0,0,10,,9104,7044,975,0,0,1084,,,,,,,,,,,,,,,,
BU00370309,GM0037,0,222,13,222,6,,228,83,63,9,0,0,11,,18961,14392,2056,0,0,2513,,,,,,,,,,,,,,,,
BU00370400,GM0037,0,386,17,386,44,,430,70,50,8,0,1,11,,30091,21493,3439,0,430,4729,,,,,,,,,,,,,,,,
BU00370401,GM0037,0,58,2,58,8,,66,82,62,8,0,1,11,,5436,4110,530,0,66,729,,,,,,,,,,,,,,,,
BU00370402,GM0037,0,117,3,117,1,,118,82,64,9,0,0,10,,9694,7566,1064,0,0,1182,,,,,,,,,,,,,,,,
BU00370409,GM0037,0,50,5,50,7,,57,87,64,8,0,1,14,,4924,3622,453,0,57,792,,,,,,,,,,,,,,,,
BU00370500,GM0037,0,400,14,400,22,,422,71,50,8,0,0,12,,29945,21088,3374,0,0,5061,,,,,,,,,,,,,,,,
BU00370509,GM0037,0,106,2,106,0,,106,80,61,9,0,0,10,,8494,6476,956,0,0,1062,,,,,,,,,,,,,,,,
BU00470000,GM0047,0,1473,421,1473,654,,2127,71,40,6,0,2,23,,150997,85069,12760,0,4253,48914,,,,,,,,,,,,,,,,
BU00470001,GM0047,0,1618,281,1618,486,,2104,64,38,6,0,1,18,,134675,79963,12626,0,2104,37877,,,,,,,,,,,,,,,,
BU00470002,GM0047,0,363,69,363,131,,494,74,46,7,0,1,20,,36554,22723,3458,0,494,9879,,,,,,,,,,,,,,,,
BU00470003,GM0047,0,903,197,903,139,,1042,63,41,7,0,1,14,,65661,42732,7296,0,1042,14591,,,,,,,,,,,,,,,,
BU00470004,GM0047,0,661,148,661,193,,854,63,40,6,0,1,16,,53777,34144,5122,0,854,13658,,,,,,,,,,,,,,,,
BU00470005,GM0047,0,3677,380,3677,379,,4056,58,38,7,0,1,12,,235234,154119,28390,0,4056,48669,,,,,,,,,,,,,,,,
BU00470006,GM0047,0,49,122,49,589,,638,66,29,1,0,3,33,,42130,18512,638,0,1915,21065,,,,,,,,,,,,,,,,
BU00470007,GM0047,0,783,12,783,133,,916,55,36,8,0,0,11,,50365,32966,7326,0,0,10073,,,,,,,,,,,,,,,,
BU00470100,GM0047,0,179,10,179,17,,196,82,60,8,0,0,13,,16070,11759,1568,0,0,2548,,,,,,,,,,,,,,,,
BU00470101,GM0047,0,455,29,455,62,,517,75,51,8,0,1,15,,38754,26352,4134,0,517,7751,,,,,,,,,,,,,,,,
BU00470102,GM0047,0,170,9,170,13,,183,81,62,8,0,0,10,,14807,11334,1462,0,0,1828,,,,,,,,,,,,,,,,
BU00470109,GM0047,0,81,16,81,27,,108,79,49,7,0,2,22,,8511,5279,754,0,215,2370,,,,,,,,,,,,,,,,
BU00470200,GM0047,0,1355,133,1355,312,,1667,65,39,7,0,1,18,,108355,65013,11669,0,1667,30006,,,,,,,,,,,,,,,,
BU00470201,GM0047,0,540,32,540,60,,600,76,56,8,0,1,11,,45611,33608,4801,0,600,6602,,,,,,,,,,,,,,,,
BU00470202,GM0047,0,145,8,145,9,,154,66,47,8,0,0,10,,10158,7234,1231,0,0,1539,,,,,,,,,,,,,,,,
BU00470203,GM0047,0,36,3,36,1,,37,71,52,8,0,0,11,,2635,1930,297,0,0,408,,,,,,,,,,,,,,,,
BU00470209,GM0047,0,339,38,339,28,,367,67,46,9,0,0,11,,24587,16881,3303,0,0,4037,,,,,,,,,,,,,,,,
BU00500000,GM0050,0,896,219,896,417,,1313,58,24,6,0,3,25,,76149,31510,7877,0,3939,32823,,,,,,,,,,,,,,,,
BU00500001,GM0050,0,1483,77,1483,227,,1710,49,30,7,0,0,12,,83786,51298,11969,0,0,20519,,,,,,,,,,,,,,,,
BU00500002,GM0050,0,2061,198,2061,245,,2306,53,32,7,0,1,13,,122196,73778,16139,0,2306,29973,,,,,,,,,,,,,,,,
BU00500003,GM0050,0,2365,166,2365,320,,2685,51,29,7,0,1,14,,136957,77878,18798,0,2685,37596,,,,,,,,,,,,,,,,
BU00500004,GM0050,0,1443,30,1443,100,,1543,42,23,7,0,0,11,,64820,35496,10803,0,0,16977,,,,,,,,,,,,,,,,
BU00500005,GM0050,0,0,5,0,40,,40,98,21,1,0,5,72,,3956,848,40,0,202,2907,,,,,,,,,,,,,,,,
BU00500006,GM0050,0,104,1322,104,1291,,1395,69,32,4,0,15,17,,96251,44638,5580,0,20924,23714,,,,,,,,,,,,,,,,
BU00500007,GM0050,0,205,20,205,338,,543,51,32,4,0,2,13,,27669,17361,2170,0,1085,7053,,,,,,,,,,,,,,,,
BU00500008,GM0050,0,54,164,54,707,,761,48,26,2,0,6,14,,36509,19776,1521,0,4564,10649,,,,,,,,,,,,,,,,
BU00500009,GM0050,0,28,64,28,1612,,1640,38,18,1,0,2,18,,62306,29513,1640,0,3279,29513,,,,,,,,,,,,,,,,
BU00500010,GM0050,0,0,34,0,108,,108,44,20,1,0,3,21,,4736,2153,108,0,323,2260,,,,,,,,,,,,,,,,
BU00590000,GM0059,1,2302,264,2302,664,,2966,70,45,7,0,1,17,,207625,133473,20763,0,2966,50423,,,,,,,,,,,,,,,,
BU00590001,GM0059,1,424,25,424,73,,497,77,52,8,0,1,16,,38303,25867,3980,0,497,7959,,,,,,,,,,,,,,,,
BU00590002,GM0059,1,883,80,883,126,,1009,62,41,8,0,0,13,,62576,41381,8074,0,0,13121,,,,,,,,,,,,,,,,
BU00590003,GM0059,1,656,30,656,59,,715,68,47,8,0,1,12,,48602,33592,5718,0,715,8577,,,,,,,,,,,,,,,,
BU00590004,GM0059,1,322,13,322,36,,358,67,47,8,0,1,12,,24001,16836,2866,0,358,4299,,,,,,,,,,,,,,,,
BU00590005,GM0059,1,236,30,236,53,,289,74,52,8,0,1,13,,21376,15021,2311,0,289,3755,,,,,,,,,,,,,,,,
BU00590006,GM0059,1,34,1,34,0,,34,78,59,9,0,0,10,,2659,2011,307,0,0,341,,,,,,,,,,,,,,,,
BU00590007,GM0059,1,128,15,128,37,,165,80,55,7,0,1,16,,13221,9089,1157,0,165,2644,,,,,,,,,,,,,,,,
BU00590008,GM0059,1,93,13,93,18,,111,84,61,8,0,1,14,,9305,6757,886,0,111,1551,,,,,,,,,,,,,,,,
BU00590009,GM0059,1,29,5,29,7,,36,75,57,7,0,0,10,,2700,2052,252,0,0,360,,,,,,,,,,,,,,,,
BU00590100,GM0059,1,107,15,107,58,,165,82,47,6,0,2,26,,13489,7732,987,0,329,4277,,,,,,,,,,,,,,,,
BU00590102,GM0059,1,652,32,652,70,,722,70,49,8,0,1,13,,50569,35398,5779,0,722,9391,,,,,,,,,,,,,,,,
BU00590103,GM0059,1,434,26,434,26,,460,70,51,8,0,0,11,,32171,23439,3677,0,0,5056,,,,,,,,,,,,,,,,
BU00590107,GM0059,1,22,2,22,2,,24,73,54,8,0,0,10,,1786,1321,196,0,0,245,,,,,,,,,,,,,,,,
BU00590108,GM0059,1,66,10,66,26,,92,74,54,7,0,1,11,,6782,4949,642,0,92,1008,,,,,,,,,,,,,,,,
BU00590109,GM0059,1,70,8,70,10,,80,81,61,8,0,1,10,,6455,4861,638,0,80,797,,,,,,,,,,,,,,,,
BU00590200,GM0059,1,2677,291,2677,786,,3463,68,42,7,0,1,18,,235510,145462,24244,0,3463,62341,,,,,,,,,,,,,,,,
BU00590201,GM0059,1,1677,83,1677,157,,1834,67,46,8,0,1,13,,122850,84345,14669,0,1834,23837,,,,,,,,,,,,,,,,
BU00590202,GM0059,1,362,11,362,22,,384,70,50,8,0,0,11,,26914,19224,3076,0,0,4229,,,,,,,,,,,,,,,,
BU00590203,GM0059,1,318,8,318,15,,333,65,46,8,0,0,11,,21638,15313,2663,0,0,3662,,,,,,,,,,,,,,,,
BU00590206,GM0059,1,161,20,161,72,,233,63,41,6,0,1,16,,14688,9559,1399,0,233,3730,,,,,,,,,,,,,,,,
BU00590207,GM0059,1,102,8,102,18,,120,75,54,8,0,0,13,,9035,6505,964,0,0,1566,,,,,,,,,,,,,,,,
BU00590208,GM0059,1,148,8,148,12,,160,83,64,8,0,0,10,,13320,10271,1284,0,0,1605,,,,,,,,,,,,,,,,
BU00590209,GM0059,1,186,5,186,6,,192,81,61,9,0,0,11,,15530,11696,1726,0,0,2109,,,,,,,,,,,,,,,,
BU00600000,GM0060,1,563,187,563,308,,871,75,47,6,0,3,18,,65337,40944,5227,0,2613,15681,,,,,,,,,,,,,,,,
BU00600001,GM0060,1,308,616,308,654,,962,79,49,6,0,10,14,,75974,47123,5770,0,9617,13464,,,,,,,,,,,,,,,,
BU00600002,GM0060,1,173,57,173,105,,278,84,56,7,0,4,17,,23316,15544,1943,0,1110,4719,,,,,,,,,,,,,,,,
BU00600003,GM0060,1,603,167,603,245,,848,74,48,7,0,3,16,,62732,40691,5934,0,2543,13564,,,,,,,,,,,,,,,,
BU00600007,GM0060,1,28,279,28,260,,288,96,58,4,0,13,20,,27624,16690,1151,0,3741,5755,,,,,,,,,,,,,,,,
BU00600008,GM0060,1,29,314,29,349,,378,84,50,5,0,14,15,,31789,18922,1892,0,5298,5677,,,,,,,,,,,,,,,,
BU00600009,GM0060,1,27,584,27,402,,429,80,47,5,0,15,13,,34308,20156,2144,0,6433,5575,,,,,,,,,,,,,,,,
BU00720001,GM0072,0,1128,92,1128,462,,1590,51,31,6,0,1,13,,81099,49295,9541,0,1590,20672,,,,,,,,,,,,,,,,
BU00720002,GM0072,0,396,31,396,122,,518,56,36,7,0,2,12,,29028,18661,3629,0,1037,6220,,,,,,,,,,,,,,,,
BU00720003,GM0072,0,646,44,646,180,,826,46,26,6,0,1,14,,38006,21481,4957,0,826,11567,,,,,,,,,,,,,,,,
BU00720004,GM0072,0,3028,206,3028,447,,3475,59,38,7,0,1,13,,205022,132048,24325,0,3475,45174,,,,,,,,,,,,,,,,
BU00720005,GM0072,0,143,100,143,293,,436,62,30,4,0,3,26,,27023,13076,1743,0,1308,11332,,,,,,,,,,,,,,,,
BU00720006,GM0072,0,1877,391,1877,1065,,2942,66,42,5,0,2,17,,194186,123573,14711,0,5884,50018,,,,,,,,,,,,,,,,
BU00720007,GM0072,0,0,6,0,1434,,1434,29,16,0,0,1,11,,41574,22937,0,0,1434,15769,,,,,,,,,,,,,,,,
BU00720009,GM0072,0,47,1,47,0,,47,77,59,9,0,0,10,,3621,2775,423,0,0,470,,,,,,,,,,,,,,,,
BU00720100,GM0072,0,242,4,242,10,,252,63,44,8,0,0,10,,15902,11106,2019,0,0,2524,,,,,,,,,,,,,,,,
BU00720109,GM0072,0,45,54,45,432,,477,37,22,1,0,2,12,,17665,10503,477,0,955,5729,,,,,,,,,,,,,,,,
BU00720200,GM0072,0,155,7,155,14,,169,65,45,9,0,1,11,,10956,7585,1517,0,169,1854,,,,,,,,,,,,,,,,
